iso3c,country,year,indicator,value
EUU,European Union,1998,NY.GDP.MKTP.CD,7963038897258
EUU,European Union,1998,NE.EXP.GNFS.ZS,31.5451414417978
EUU,European Union,1998,NE.IMP.GNFS.ZS,29.6655182187014
EUU,European Union,1999,NE.TRD.GNFS.ZS,64.0297678859015
EUU,European Union,1999,NY.GDP.MKTP.CD,7926425566614.07
EUU,European Union,1999,NE.EXP.GNFS.ZS,31.8609755644578
EUU,European Union,1999,NE.IMP.GNFS.ZS,30.4491990539032
EUU,European Union,2000,NE.TRD.GNFS.ZS,71.5705308027643
EUU,European Union,2000,NY.GDP.MKTP.CD,7279892216791.94
EUU,European Union,2000,NE.EXP.GNFS.ZS,35.5739384346551
EUU,European Union,2000,NE.IMP.GNFS.ZS,34.6770073781187
EUU,European Union,2001,NE.TRD.GNFS.ZS,70.729960303726
EUU,European Union,2001,NY.GDP.MKTP.CD,7398267811404.69
EUU,European Union,2001,NE.EXP.GNFS.ZS,35.5303421019999
EUU,European Union,2001,NE.IMP.GNFS.ZS,33.9660716078462
EUU,European Union,2002,NE.TRD.GNFS.ZS,68.4361597036627
EUU,European Union,2002,NY.GDP.MKTP.CD,8089955515956.84
EUU,European Union,2002,NE.EXP.GNFS.ZS,34.9094927340675
EUU,European Union,2002,NE.IMP.GNFS.ZS,32.4986725224709
EUU,European Union,2003,NE.TRD.GNFS.ZS,67.3582029677997
EUU,European Union,2003,NY.GDP.MKTP.CD,9944006859363.36
EUU,European Union,2003,NE.EXP.GNFS.ZS,34.0928140838094
EUU,European Union,2003,NE.IMP.GNFS.ZS,32.1282670072162
EUU,European Union,2004,NE.TRD.GNFS.ZS,70.3968822673266
EUU,European Union,2004,NY.GDP.MKTP.CD,11434848361291.9
EUU,European Union,2004,NE.EXP.GNFS.ZS,35.6808149380774
EUU,European Union,2004,NE.IMP.GNFS.ZS,33.5463458268003
EUU,European Union,2005,NE.TRD.GNFS.ZS,73.5521083200505
EUU,European Union,2005,NY.GDP.MKTP.CD,11940626626680.2
EUU,European Union,2005,NE.EXP.GNFS.ZS,37.0876867189909
EUU,European Union,2005,NE.IMP.GNFS.ZS,35.4463595292001
EUU,European Union,2006,NE.TRD.GNFS.ZS,77.9839965237354
EUU,European Union,2006,NY.GDP.MKTP.CD,12754718274523.8
EUU,European Union,2006,NE.EXP.GNFS.ZS,39.1475176618508
EUU,European Union,2006,NE.IMP.GNFS.ZS,37.8830736326494
EUU,European Union,2007,NE.TRD.GNFS.ZS,79.7970750209135
EUU,European Union,2007,NY.GDP.MKTP.CD,14779905573599.5
EUU,European Union,2007,NE.EXP.GNFS.ZS,40.2048231941069
EUU,European Union,2007,NE.IMP.GNFS.ZS,38.9118526725057
EUU,European Union,2008,NE.TRD.GNFS.ZS,80.7845236252072
EUU,European Union,2008,NY.GDP.MKTP.CD,16360464416206
EUU,European Union,2008,NE.EXP.GNFS.ZS,40.5592028782732
EUU,European Union,2008,NE.IMP.GNFS.ZS,39.6352167799229
EUU,European Union,2009,NE.TRD.GNFS.ZS,70.5061152819935
EUU,European Union,2009,NY.GDP.MKTP.CD,14844850799682.2
EUU,European Union,2009,NE.EXP.GNFS.ZS,35.7462696683665
EUU,European Union,2009,NE.IMP.GNFS.ZS,34.02343881293
EUU,European Union,2010,NE.TRD.GNFS.ZS,78.2822047070773
EUU,European Union,2010,NY.GDP.MKTP.CD,14641776061063.4
EUU,European Union,2010,NE.EXP.GNFS.ZS,39.6884218526412
EUU,European Union,2010,NE.IMP.GNFS.ZS,38.05767027832
EUU,European Union,2011,NE.TRD.GNFS.ZS,83.4716467909952
EUU,European Union,2011,NY.GDP.MKTP.CD,15874716537128.7
EUU,European Union,2011,NE.EXP.GNFS.ZS,42.4555714343856
EUU,European Union,2011,NE.IMP.GNFS.ZS,40.7153576376326
EUU,European Union,2012,NE.TRD.GNFS.ZS,85.0873053879509
EUU,European Union,2012,NY.GDP.MKTP.CD,14731878294328.4
EUU,European Union,2012,NE.EXP.GNFS.ZS,44.0064121189528
EUU,European Union,2012,NE.IMP.GNFS.ZS,41.1149743624442
EUU,European Union,2013,NE.TRD.GNFS.ZS,84.7802574446217
EUU,European Union,2013,NY.GDP.MKTP.CD,15398511081475.3
EUU,European Union,2013,NE.EXP.GNFS.ZS,44.2880149000695
EUU,European Union,2013,NE.IMP.GNFS.ZS,40.7465197120667
EUU,European Union,2014,NE.TRD.GNFS.ZS,85.4945619031171
EUU,European Union,2014,NY.GDP.MKTP.CD,15763599531004.8
EUU,European Union,2014,NE.EXP.GNFS.ZS,44.9094170960287
EUU,European Union,2014,NE.IMP.GNFS.ZS,41.1283893985555
EUU,European Union,2015,NE.TRD.GNFS.ZS,86.6784730245276
EUU,European Union,2015,NY.GDP.MKTP.CD,13656255577702.6
EUU,European Union,2015,NE.EXP.GNFS.ZS,46.260905005542
EUU,European Union,2015,NE.IMP.GNFS.ZS,41.8865492862511
EUU,European Union,2016,NE.TRD.GNFS.ZS,85.7843525287716
EUU,European Union,2016,NY.GDP.MKTP.CD,13988150566298.6
EUU,European Union,2016,NE.EXP.GNFS.ZS,45.9061535883817
EUU,European Union,2016,NE.IMP.GNFS.ZS,41.5024494008138
EUU,European Union,2017,NE.TRD.GNFS.ZS,88.7153593417555
EUU,European Union,2017,NY.GDP.MKTP.CD,14871316217995.7
EUU,European Union,2017,NE.EXP.GNFS.ZS,47.4989979796759
EUU,European Union,2017,NE.IMP.GNFS.ZS,43.2580644704839
EUU,European Union,2018,NE.TRD.GNFS.ZS,90.4287934541118
EUU,European Union,2018,NY.GDP.MKTP.CD,16092407006604.4
EUU,European Union,2018,NE.EXP.GNFS.ZS,48.2834712085325
EUU,European Union,2018,NE.IMP.GNFS.ZS,44.5363437065738
EUU,European Union,2019,NE.TRD.GNFS.ZS,90.5535167755498
EUU,European Union,2019,NY.GDP.MKTP.CD,15809077129406.2
EUU,European Union,2019,NE.EXP.GNFS.ZS,48.6059850968009
EUU,European Union,2019,NE.IMP.GNFS.ZS,45.1389642400608
EUU,European Union,2020,NE.TRD.GNFS.ZS,83.8178435756324
EUU,European Union,2020,NY.GDP.MKTP.CD,15504058553907.7
EUU,European Union,2020,NE.EXP.GNFS.ZS,45.8435835137981
EUU,European Union,2020,NE.IMP.GNFS.ZS,42.2211140829848
EUU,European Union,2021,NE.TRD.GNFS.ZS,91.2027987709932
EUU,European Union,2021,NY.GDP.MKTP.CD,17495257191725.6
EUU,European Union,2021,NE.EXP.GNFS.ZS,49.7170697533901
EUU,European Union,2021,NE.IMP.GNFS.ZS,45.9109100924003
EUU,European Union,2022,NE.TRD.GNFS.ZS,103.704297824246
EUU,European Union,2022,NY.GDP.MKTP.CD,17023620598906.4
EUU,European Union,2022,NE.EXP.GNFS.ZS,55.2993920196832
EUU,European Union,2022,NE.IMP.GNFS.ZS,53.4328869564855
EUU,European Union,2023,NE.TRD.GNFS.ZS,95.2184322373871
EUU,European Union,2023,NY.GDP.MKTP.CD,18659279022583.3
EUU,European Union,2023,NE.EXP.GNFS.ZS,51.7580205118519
EUU,European Union,2023,NE.IMP.GNFS.ZS,48.1095093874691
EUU,European Union,2024,NE.TRD.GNFS.ZS,91.6412129770423
EUU,European Union,2024,NY.GDP.MKTP.CD,19501078750999.4
EUU,European Union,2024,NE.EXP.GNFS.ZS,50.3674760951217
EUU,European Union,2024,NE.IMP.GNFS.ZS,46.109481455462
EUU,European Union,2025,NE.TRD.GNFS.ZS,90.139339730175
EUU,European Union,2025,NY.GDP.MKTP.CD,21243212570163.3
EUU,European Union,2025,NE.EXP.GNFS.ZS,49.6067179750537
EUU,European Union,2025,NE.IMP.GNFS.ZS,45.8155242538209
FRA,France,1995,NE.TRD.GNFS.ZS,45.4316616938638
FRA,France,1995,NY.GDP.MKTP.CD,1595219345511.89
FRA,France,1995,NE.EXP.GNFS.ZS,23.6896549224157
FRA,France,1995,NE.IMP.GNFS.ZS,21.7420067714481
FRA,France,1996,NE.TRD.GNFS.ZS,46.1124801589641
FRA,France,1996,NY.GDP.MKTP.CD,1598889216566.23
FRA,France,1996,NE.EXP.GNFS.ZS,24.123002754589
FRA,France,1996,NE.IMP.GNFS.ZS,21.9894774043751
FRA,France,1997,NE.TRD.GNFS.ZS,49.803453474736
FRA,France,1997,NY.GDP.MKTP.CD,1449392222971.45
FRA,France,1997,NE.EXP.GNFS.ZS,26.6303250476944
FRA,France,1997,NE.IMP.GNFS.ZS,23.1731284270416
FRA,France,1998,NE.TRD.GNFS.ZS,51.4214328030771
FRA,France,1998,NY.GDP.MKTP.CD,1496906382032.47
FRA,France,1998,NE.EXP.GNFS.ZS,27.2527671033937
FRA,France,1998,NE.IMP.GNFS.ZS,24.1686656996833
FRA,France,1999,NE.TRD.GNFS.ZS,51.6706614638734
FRA,France,1999,NY.GDP.MKTP.CD,1486915879701.93
FRA,France,1999,NE.EXP.GNFS.ZS,27.2069773242695
FRA,France,1999,NE.IMP.GNFS.ZS,24.4636841396038
FRA,France,2000,NE.TRD.GNFS.ZS,57.7860470318197
FRA,France,2000,NY.GDP.MKTP.CD,1360959069477.49
FRA,France,2000,NE.EXP.GNFS.ZS,29.7580489893129
FRA,France,2000,NE.IMP.GNFS.ZS,28.0279980425069
FRA,France,2001,NE.TRD.GNFS.ZS,56.8932328560722
FRA,France,2001,NY.GDP.MKTP.CD,1370376677298.86
FRA,France,2001,NE.EXP.GNFS.ZS,29.4306035099419
FRA,France,2001,NE.IMP.GNFS.ZS,27.4626293461303
FRA,France,2002,NE.TRD.GNFS.ZS,55.1325248503102
FRA,France,2002,NY.GDP.MKTP.CD,1492427756382.43
FRA,France,2002,NE.EXP.GNFS.ZS,28.7307017592768
FRA,France,2002,NE.IMP.GNFS.ZS,26.4018230910334
FRA,France,2003,NE.TRD.GNFS.ZS,52.5988822870657
FRA,France,2003,NY.GDP.MKTP.CD,1835095983049.09
FRA,France,2003,NE.EXP.GNFS.ZS,27.1369676673944
FRA,France,2003,NE.IMP.GNFS.ZS,25.4619146196714
FRA,France,2004,NE.TRD.GNFS.ZS,53.7497648292028
FRA,France,2004,NY.GDP.MKTP.CD,2109792297237.03
FRA,France,2004,NE.EXP.GNFS.ZS,27.5381038597962
FRA,France,2004,NE.IMP.GNFS.ZS,26.2116609694066
FRA,France,2005,NE.TRD.GNFS.ZS,55.8228361241299
FRA,France,2005,NY.GDP.MKTP.CD,2192146403028.17
FRA,France,2005,NE.EXP.GNFS.ZS,28.1635565257399
FRA,France,2005,NE.IMP.GNFS.ZS,27.65927959839
FRA,France,2006,NE.TRD.GNFS.ZS,57.8692775292673
FRA,France,2006,NY.GDP.MKTP.CD,2317861544690.82
FRA,France,2006,NE.EXP.GNFS.ZS,28.9278484836141
FRA,France,2006,NE.IMP.GNFS.ZS,28.9414290456532
FRA,France,2007,NE.TRD.GNFS.ZS,58.1525611309659
FRA,France,2007,NY.GDP.MKTP.CD,2655816911866.56
FRA,France,2007,NE.EXP.GNFS.ZS,28.8585344688926
FRA,France,2007,NE.IMP.GNFS.ZS,29.2940266620733
FRA,France,2008,NE.TRD.GNFS.ZS,59.1797928411748
FRA,France,2008,NY.GDP.MKTP.CD,2926802941585.86
FRA,France,2008,NE.EXP.GNFS.ZS,29.1990596782502
FRA,France,2008,NE.IMP.GNFS.ZS,29.9807331629246
FRA,France,2009,NE.TRD.GNFS.ZS,52.1991123027613
FRA,France,2009,NY.GDP.MKTP.CD,2700075882518.98
FRA,France,2009,NE.EXP.GNFS.ZS,25.8809482311608
FRA,France,2009,NE.IMP.GNFS.ZS,26.3181640716005
FRA,France,2010,NE.TRD.GNFS.ZS,56.587555247796
FRA,France,2010,NY.GDP.MKTP.CD,2646230027988.34
FRA,France,2010,NE.EXP.GNFS.ZS,27.8264880915553
FRA,France,2010,NE.IMP.GNFS.ZS,28.7610671562408
FRA,France,2011,NE.TRD.GNFS.ZS,60.6056354816406
FRA,France,2011,NY.GDP.MKTP.CD,2870408553990.28
FRA,France,2011,NE.EXP.GNFS.ZS,29.538847336075
FRA,France,2011,NE.IMP.GNFS.ZS,31.0667881455656
FRA,France,2012,NE.TRD.GNFS.ZS,61.6589570771102
FRA,France,2012,NY.GDP.MKTP.CD,2683007095787.23
FRA,France,2012,NE.EXP.GNFS.ZS,30.3556786527444
FRA,France,2012,NE.IMP.GNFS.ZS,31.3032784243658
FRA,France,2013,NE.TRD.GNFS.ZS,61.8192338733962
FRA,France,2013,NY.GDP.MKTP.CD,2816077607875.26
FRA,France,2013,NE.EXP.GNFS.ZS,30.5912853427773
FRA,France,2013,NE.IMP.GNFS.ZS,31.2279485306189
FRA,France,2014,NE.TRD.GNFS.ZS,62.1992669379507
FRA,France,2014,NY.GDP.MKTP.CD,2861236112552.42
FRA,France,2014,NE.EXP.GNFS.ZS,30.741812901515
FRA,France,2014,NE.IMP.GNFS.ZS,31.4574540364356
FRA,France,2015,NE.TRD.GNFS.ZS,63.5046871956484
FRA,France,2015,NY.GDP.MKTP.CD,2442483452642.5
FRA,France,2015,NE.EXP.GNFS.ZS,31.6934947262689
FRA,France,2015,NE.IMP.GNFS.ZS,31.8111924693795
FRA,France,2016,NE.TRD.GNFS.ZS,63.3427564383351
FRA,France,2016,NY.GDP.MKTP.CD,2470407619777.13
FRA,France,2016,NE.EXP.GNFS.ZS,31.498210070063
FRA,France,2016,NE.IMP.GNFS.ZS,31.8445463682721
FRA,France,2017,NE.TRD.GNFS.ZS,65.3958481559711
FRA,France,2017,NY.GDP.MKTP.CD,2588868323334.71
FRA,France,2017,NE.EXP.GNFS.ZS,32.311834044929
FRA,France,2017,NE.IMP.GNFS.ZS,33.0840141110421
FRA,France,2018,NE.TRD.GNFS.ZS,66.8022607812266
FRA,France,2018,NY.GDP.MKTP.CD,2781576320884.39
FRA,France,2018,NE.EXP.GNFS.ZS,32.9179818922164
FRA,France,2018,NE.IMP.GNFS.ZS,33.8842788890102
FRA,France,2019,NE.TRD.GNFS.ZS,66.4289607281749
FRA,France,2019,NY.GDP.MKTP.CD,2722793515171.76
FRA,France,2019,NE.EXP.GNFS.ZS,32.8895429451147
FRA,France,2019,NE.IMP.GNFS.ZS,33.5394177830602
FRA,France,2020,NE.TRD.GNFS.ZS,58.8388907240647
FRA,France,2020,NY.GDP.MKTP.CD,2647926055110.05
FRA,France,2020,NE.EXP.GNFS.ZS,28.5572228192655
FRA,France,2020,NE.IMP.GNFS.ZS,30.2816679047993
FRA,France,2021,NE.TRD.GNFS.ZS,63.788482630872
FRA,France,2021,NY.GDP.MKTP.CD,2966433692008.09
FRA,France,2021,NE.EXP.GNFS.ZS,31.2880499332105
FRA,France,2021,NE.IMP.GNFS.ZS,32.5004326976615
FRA,France,2022,NE.TRD.GNFS.ZS,75.9630077981996
FRA,France,2022,NY.GDP.MKTP.CD,2794788137066.94
FRA,France,2022,NE.EXP.GNFS.ZS,36.6160484268785
FRA,France,2022,NE.IMP.GNFS.ZS,39.3469593713211
FRA,France,2023,NE.TRD.GNFS.ZS,70.6261450610225
FRA,France,2023,NY.GDP.MKTP.CD,3056250648138.29
FRA,France,2023,NE.EXP.GNFS.ZS,34.4562568778842
FRA,France,2023,NE.IMP.GNFS.ZS,36.1698881831383
FRA,France,2024,NE.TRD.GNFS.ZS,68.1081875443744
FRA,France,2024,NY.GDP.MKTP.CD,3160442622465.08
FRA,France,2024,NE.EXP.GNFS.ZS,33.8897542343832
FRA,France,2024,NE.IMP.GNFS.ZS,34.2184333099912
FRA,France,2025,NE.TRD.GNFS.ZS,67.1923772838849
FRA,France,2025,NY.GDP.MKTP.CD,3366315927447.33
FRA,France,2025,NE.EXP.GNFS.ZS,33.3928225145364
FRA,France,2025,NE.IMP.GNFS.ZS,33.7995547693485
DEU,Germany,1995,NE.TRD.GNFS.ZS,42.6061486475818
DEU,Germany,1995,NY.GDP.MKTP.CD,2593053091306.13
DEU,Germany,1995,NE.EXP.GNFS.ZS,21.4815282668309
DEU,Germany,1995,NE.IMP.GNFS.ZS,21.1246203807509
DEU,Germany,1996,NE.TRD.GNFS.ZS,43.903586095325
DEU,Germany,1996,NY.GDP.MKTP.CD,2506576553158.31
DEU,Germany,1996,NE.EXP.GNFS.ZS,22.2821690795205
DEU,Germany,1996,NE.IMP.GNFS.ZS,21.6214170158045
DEU,Germany,1997,NE.TRD.GNFS.ZS,48.380321068738
DEU,Germany,1997,NY.GDP.MKTP.CD,2218790886532.82
DEU,Germany,1997,NE.EXP.GNFS.ZS,24.7013999735662
DEU,Germany,1997,NE.IMP.GNFS.ZS,23.6789210951718
DEU,Germany,1998,NE.TRD.GNFS.ZS,50.1554657792327
DEU,Germany,1998,NY.GDP.MKTP.CD,2247760364565.97
DEU,Germany,1998,NE.EXP.GNFS.ZS,25.6601609051036
DEU,Germany,1998,NE.IMP.GNFS.ZS,24.4953048741291
DEU,Germany,1999,NE.TRD.GNFS.ZS,51.519227436406
DEU,Germany,1999,NY.GDP.MKTP.CD,2213873468586.88
DEU,Germany,1999,NE.EXP.GNFS.ZS,26.0298761818567
DEU,Germany,1999,NE.IMP.GNFS.ZS,25.4893512545493
DEU,Germany,2000,NE.TRD.GNFS.ZS,59.1955992975405
DEU,Germany,2000,NY.GDP.MKTP.CD,1966980701145.1
DEU,Germany,2000,NE.EXP.GNFS.ZS,29.6806532498145
DEU,Germany,2000,NE.IMP.GNFS.ZS,29.5149460477259
DEU,Germany,2001,NE.TRD.GNFS.ZS,59.5592863682118
DEU,Germany,2001,NY.GDP.MKTP.CD,1966381496641.73
DEU,Germany,2001,NE.EXP.GNFS.ZS,30.5604113813066
DEU,Germany,2001,NE.IMP.GNFS.ZS,28.9988749869052
DEU,Germany,2002,NE.TRD.GNFS.ZS,58.3325687248129
DEU,Germany,2002,NY.GDP.MKTP.CD,2102350798305.89
DEU,Germany,2002,NE.EXP.GNFS.ZS,31.1904504893495
DEU,Germany,2002,NE.IMP.GNFS.ZS,27.1421182354634
DEU,Germany,2003,NE.TRD.GNFS.ZS,58.9145442942507
DEU,Germany,2003,NY.GDP.MKTP.CD,2534715518349.01
DEU,Germany,2003,NE.EXP.GNFS.ZS,31.2678451095809
DEU,Germany,2003,NE.IMP.GNFS.ZS,27.6466991846698
DEU,Germany,2004,NE.TRD.GNFS.ZS,62.9064909465164
DEU,Germany,2004,NY.GDP.MKTP.CD,2852317768061.78
DEU,Germany,2004,NE.EXP.GNFS.ZS,33.9352126434777
DEU,Germany,2004,NE.IMP.GNFS.ZS,28.9712783030388
DEU,Germany,2005,NE.TRD.GNFS.ZS,66.9531024934321
DEU,Germany,2005,NY.GDP.MKTP.CD,2893393187361.87
DEU,Germany,2005,NE.EXP.GNFS.ZS,35.9531497908166
DEU,Germany,2005,NE.IMP.GNFS.ZS,30.9999527026155
DEU,Germany,2006,NE.TRD.GNFS.ZS,72.7591934646234
